,m5XiUJ
2141,76.0
2142,75.0
2143,76.0
2144,75.0
2145,75.0
2146,75.0
2147,70.0
2148,70.0
2149,70.0
2150,75.0
2151,75.0
2152,74.0
2153,72.0
2154,73.0
2155,72.0
2156,72.0
2157,73.0
2158,74.0
2159,74.0
2160,74.0
2161,72.0
2162,73.0
2163,76.0
2164,77.0
2165,77.0
2166,75.0
2167,73.0
2168,73.0
2169,73.0
2170,73.0
2171,71.0
2172,70.0
2173,71.0
2174,74.0
2175,70.0
2176,70.0
2177,70.0
2178,70.0
2179,71.0
2180,71.0
2181,70.0
2182,69.0
2183,68.0
2184,68.0
2185,65.0
2186,65.0
2187,72.0
2188,73.0
2189,73.0
2190,73.0
2191,74.0
2192,75.0
2193,81.0
2194,81.0
2195,82.0
2196,79.0
2197,80.0
2198,87.0
2199,86.0
2200,93.0
2201,94.0
2202,89.0
2203,90.0
2204,88.0
2205,84.0
2206,84.0
2207,83.0
2208,86.0
2209,89.0
2210,97.0
2211,95.0
2212,96.0
2213,97.0
2214,96.0
2215,101.0
2216,97.0
2217,97.0
2218,101.0
2219,100.0
2220,100.0
2221,101.0
2222,100.0
2223,102.0
2224,95.0
2225,94.0
2226,94.0
2227,94.0
2228,95.0
2229,95.0
2230,98.0
2231,98.0
2232,95.0
2233,95.0
2234,97.0
2235,97.0
2236,96.0
2237,93.0
2238,92.0
2239,96.0
2240,96.0
2241,96.0
2242,96.0
2243,95.0
2244,96.0
2245,96.0
2246,97.0
2247,97.0
2248,92.0
2249,99.0
2250,99.0
2251,103.0
2252,103.0
2253,114.0
2254,115.0
2255,115.0
2256,116.0
2257,116.0
2258,114.0
2259,114.0
2260,116.0
2261,116.0
2262,115.0
2263,116.0
2264,116.0
2265,115.0
2266,115.0
2267,109.0
2268,109.0
2269,108.0
2270,107.0
2271,106.0
2272,107.0
2273,102.0
2274,100.0
2275,108.0
2276,109.0
2277,109.0
2278,110.0
2279,109.0
2280,107.0
2281,107.0
2282,100.0
2283,88.0
2284,93.0
2285,95.0
2286,94.0
2287,93.0
2288,93.0
2289,86.0
2290,89.0
2291,89.0
2292,99.0
2293,99.0
2294,100.0
2295,99.0
2296,99.0
2297,97.0
2298,100.0
2299,100.0
2300,100.0
2301,100.0
2302,98.0
2303,95.0
2304,97.0
2305,99.0
2306,104.0
2307,104.0
2308,104.0
2309,104.0
2310,104.0
2311,110.0
2312,108.0
2313,107.0
2314,108.0
2315,108.0
2316,108.0
2317,108.0
2318,108.0
2319,108.0
2320,106.0
2321,106.0
2322,105.0
2323,102.0
2324,103.0
2325,97.0
2326,97.0
2327,96.0
2328,97.0
2329,96.0
2330,96.0
2331,96.0
2332,94.0
2333,87.0
2334,87.0
2335,87.0
2336,94.0
2337,94.0
2338,94.0
2339,94.0
2340,96.0
2341,96.0
2342,95.0
2343,95.0
2344,96.0
2345,86.0
2346,92.0
2347,91.0
2348,88.0
2349,91.0
2350,89.0
2351,90.0
2352,90.0
2353,90.0
2354,94.0
2355,91.0
2356,100.0
2357,98.0
2358,97.0
2359,97.0
2360,96.0
2361,96.0
2362,96.0
2363,91.0
2364,91.0
2365,82.0
2366,76.0
2367,76.0
2368,76.0
2369,76.0
2370,76.0
2371,79.0
2372,75.0
2373,74.0
2374,75.0
2375,75.0
2376,76.0
2377,75.0
2378,71.0
2379,74.0
2380,67.0
2381,68.0
2382,66.0
2383,68.0
2384,68.0
2385,63.0
2386,64.0
2387,63.0
2388,64.0
2389,64.0
2390,63.0
2391,63.0
2392,63.0
2393,65.0
2394,63.0
2395,64.0
2396,64.0
2397,64.0
2398,64.0
2399,64.0
2400,64.0
2401,62.0
2402,58.0
2403,59.0
2404,60.0
2405,60.0
2406,60.0
2407,60.0
2408,60.0
2409,63.0
2410,59.0
2411,59.0
2412,59.0
2413,62.0
2414,63.0
2415,63.0
2416,63.0
2417,63.0
2418,74.0
2419,74.0
2420,70.0
2421,68.0
2422,68.0
2423,66.0
2424,66.0
2425,66.0
2426,66.0
2427,66.0
2428,64.0
2429,65.0
2430,59.0
2431,65.0
2432,65.0
2433,68.0
2434,68.0
2435,68.0
2436,69.0
2437,67.0
2438,66.0
2439,65.0
2440,65.0
2441,70.0
2442,70.0
2443,70.0
2444,70.0
2445,68.0
2446,75.0
2447,74.0
2448,74.0
2449,74.0
2450,75.0
2451,82.0
2452,82.0
2453,82.0
2454,82.0
2455,79.0
2456,88.0
2457,88.0
2458,90.0
2459,88.0
2460,88.0
2461,87.0
2462,87.0
2463,88.0
2464,88.0
2465,88.0
2466,87.0
2467,85.0
2468,84.0
2469,83.0
2470,83.0
2471,83.0
2472,83.0
2473,83.0
2474,83.0
2475,83.0
2476,83.0
2477,82.0
2478,82.0
2479,81.0
2480,80.0
2481,80.0
2482,80.0
2483,77.0
2484,79.0
2485,78.0
2486,78.0
2487,76.0
2488,75.0
2489,75.0
2490,75.0
2491,75.0
2492,71.0
2493,71.0
2494,71.0
2495,69.0
2496,73.0
2497,73.0
2498,73.0
2499,73.0
2500,73.0
2501,73.0
2502,71.0
2503,71.0
2504,70.0
2505,64.0
2506,64.0
2507,64.0
2508,64.0
2509,64.0
2510,64.0
2511,62.0
2512,62.0
2513,62.0
2514,63.0
2515,64.0
2516,70.0
2517,70.0
2518,70.0
2519,70.0
2520,65.0
2521,71.0
2522,72.0
2523,65.0
2524,61.0
2525,64.0
2526,65.0
2527,64.0
2528,65.0
2529,65.0
2530,52.0
2531,51.0
2532,51.0
2533,52.0
2534,52.0
2535,57.0
2536,57.0
2537,56.0
2538,56.0
2539,56.0
2540,54.0
2541,54.0
2542,54.0
2543,54.0
2544,54.0
2545,55.0
2546,55.0
2547,56.0
2548,56.0
2549,59.0
2550,59.0
2551,60.0
2552,59.0
2553,59.0
2554,64.0
2555,64.0
2556,70.0
2557,74.0
2558,73.0
2559,74.0
2560,77.0
2561,78.0
2562,78.0
2563,78.0
2564,78.0
2565,81.0
2566,84.0
2567,116.0
2568,121.0
2569,121.0
2570,119.0
2571,119.0
2572,119.0
2573,122.0
2574,121.0
2575,121.0
2576,129.0
2577,129.0
2578,133.0
2579,133.0
2580,135.0
2581,134.0
2582,134.0
2583,134.0
2584,134.0
2585,134.0
2586,133.0
2587,140.0
2588,138.0
2589,133.0
2590,134.0
2591,134.0
2592,135.0
2593,136.0
2594,136.0
2595,132.0
2596,137.0
2597,139.0
2598,142.0
2599,139.0
2600,144.0
2601,144.0
2602,144.0
2603,147.0
2604,147.0
2605,147.0
2606,149.0
2607,146.0
2608,146.0
2609,141.0
2610,141.0
2611,143.0
2612,144.0
2613,148.0
2614,148.0
2615,150.0
2616,150.0
2617,152.0
2618,156.0
2619,156.0
2620,152.0
2621,154.0
2622,155.0
2623,154.0
2624,159.0
2625,162.0
2626,163.0
2627,164.0
2628,161.0
2629,167.0
2630,159.0
2631,180.0
2632,180.0
2633,175.0
2634,174.0
2635,139.0
2636,139.0
2637,139.0
2638,141.0
2639,143.0
2640,144.0
2641,161.0
2642,148.0
2643,151.0
2644,152.0
2645,150.0
2646,151.0
2647,151.0
2648,151.0
2649,151.0
2650,138.0
2651,138.0
2652,132.0
2653,134.0
2654,136.0
2655,136.0
2656,133.0
2657,131.0
2658,131.0
2659,131.0
2660,134.0
2661,135.0
2662,135.0
2663,135.0
2664,134.0
2665,135.0
2666,135.0
2667,134.0
2668,133.0
2669,127.0
2670,128.0
2671,126.0
2672,126.0
2673,126.0
2674,121.0
2675,121.0
2676,121.0
2677,119.0
2678,121.0
2679,123.0
2680,119.0
2681,120.0
2682,120.0
2683,123.0
2684,124.0
2685,122.0
2686,123.0
2687,118.0
2688,118.0
2689,116.0
2690,114.0
2691,114.0
2692,108.0
2693,108.0
2694,107.0
2695,105.0
2696,103.0
2697,103.0
2698,97.0
2699,96.0
2700,98.0
2701,97.0
2702,98.0
2703,92.0
2704,92.0
2705,73.0
2706,73.0
2707,69.0
2708,68.0
2709,67.0
2710,70.0
2711,71.0
2712,72.0
2713,70.0
2714,70.0
2715,62.0
2716,64.0
2717,61.0
2718,60.0
2719,60.0
2720,59.0
2721,57.0
2722,57.0
2723,59.0
2724,61.0
2725,63.0
2726,67.0
2727,66.0
2728,69.0
2729,74.0
2730,73.0
2731,73.0
2732,74.0
2733,74.0
2734,71.0
2735,74.0
2736,80.0
2737,79.0
2738,81.0
2739,81.0
2740,80.0
2741,79.0
2742,87.0
2743,90.0
2744,90.0
2745,90.0
2746,88.0
2747,88.0
2748,91.0
2749,98.0
2750,98.0
2751,98.0
2752,97.0
2753,95.0
2754,95.0
2755,94.0
2756,94.0
2757,89.0
2758,88.0
2759,84.0
2760,84.0
2761,83.0
2762,106.0
2763,106.0
2764,84.0
2765,86.0
2766,87.0
2767,87.0
2768,87.0
2769,87.0
2770,88.0
2771,117.0
2772,118.0
2773,118.0
2774,116.0
2775,116.0
2776,116.0
2777,117.0
2778,116.0
2779,116.0
2780,115.0
2781,114.0
2782,114.0
2783,113.0
2784,109.0
2785,111.0
2786,113.0
2787,112.0
2788,110.0
2789,110.0
2790,110.0
2791,110.0
2792,110.0
2793,110.0
2794,109.0
2795,108.0
2796,109.0
2797,114.0
2798,113.0
2799,114.0
2800,109.0
2801,112.0
2802,114.0
2803,111.0
2804,117.0
2805,116.0
2806,116.0
2807,132.0
2808,133.0
2809,133.0
2810,126.0
2811,126.0
2812,128.0
2813,129.0
2814,130.0
2815,131.0
2816,120.0
2817,118.0
2818,118.0
2819,118.0
2820,120.0
2821,120.0
2822,117.0
2823,114.0
2824,113.0
2825,113.0
2826,113.0
2827,114.0
2828,116.0
2829,125.0
2830,131.0
2831,131.0
2832,131.0
2833,132.0
2834,129.0
2835,127.0
2836,112.0
2837,115.0
2838,113.0
2839,107.0
2840,111.0
2841,112.0
2842,112.0
2843,112.0
2844,112.0
2845,124.0
2846,124.0
2847,124.0
2848,125.0
2849,125.0
2850,126.0
2851,124.0
2852,124.0
2853,124.0
2854,125.0
2855,125.0
2856,126.0
2857,127.0
2858,125.0
2859,126.0
2860,129.0
2861,147.0
2862,155.0
2863,154.0
2864,159.0
2865,161.0
2866,161.0
2867,167.0
2868,167.0
2869,168.0
2870,161.0
2871,158.0
2872,157.0
2873,155.0
2874,153.0
2875,156.0
2876,148.0
2877,147.0
2878,147.0
2879,148.0
2880,147.0
2881,135.0
2882,138.0
2883,139.0
2884,139.0
2885,140.0
2886,143.0
2887,143.0
2888,142.0
2889,142.0
2890,139.0
2891,139.0
2892,137.0
2893,137.0
2894,139.0
2895,141.0
2896,141.0
2897,138.0
2898,138.0
2899,139.0
2900,140.0
2901,134.0
2902,133.0
2903,132.0
2904,126.0
2905,125.0
2906,126.0
2907,130.0
2908,129.0
2909,129.0
2910,142.0
2911,138.0
2912,135.0
2913,136.0
2914,133.0
2915,133.0
2916,133.0
2917,134.0
2918,134.0
2919,123.0
2920,123.0
2921,126.0
2922,123.0
2923,123.0
2924,125.0
2925,128.0
2926,128.0
2927,128.0
2928,128.0
2929,132.0
2930,131.0
2931,131.0
2932,129.0
2933,124.0
2934,123.0
2935,100.0
2936,100.0
2937,100.0
2938,94.0
2939,109.0
2940,109.0
2941,106.0
2942,113.0
2943,107.0
2944,108.0
2945,107.0
2946,109.0
2947,113.0
2948,110.0
2949,111.0
2950,113.0
2951,113.0
2952,113.0
2953,112.0
2954,112.0
2955,130.0
2956,126.0
2957,122.0
2958,122.0
2959,124.0
2960,126.0
2961,126.0
2962,126.0
2963,125.0
2964,126.0
2965,126.0
2966,127.0
2967,127.0
2968,126.0
2969,126.0
2970,126.0
2971,125.0
2972,125.0
2973,125.0
2974,124.0
2975,121.0
2976,121.0
2977,121.0
2978,121.0
2979,124.0
2980,131.0
2981,129.0
2982,130.0
2983,131.0
2984,124.0
2985,126.0
2986,126.0
2987,125.0
2988,125.0
2989,121.0
2990,122.0
2991,122.0
2992,119.0
2993,119.0
2994,118.0
2995,116.0
2996,116.0
2997,117.0
2998,116.0
2999,113.0
3000,115.0
3001,116.0
3002,117.0
3003,114.0
3004,136.0
3005,136.0
3006,144.0
3007,144.0
3008,146.0
3009,146.0
3010,146.0
3011,146.0
3012,151.0
3013,130.0
3014,128.0
3015,128.0
3016,141.0
3017,141.0
3018,140.0
3019,157.0
3020,154.0
3021,146.0
3022,145.0
3023,139.0
3024,140.0
3025,140.0
3026,141.0
3027,144.0
3028,124.0
3029,127.0
3030,128.0
3031,136.0
3032,136.0
3033,135.0
3034,133.0
3035,133.0
3036,133.0
3037,134.0
3038,134.0
3039,138.0
3040,155.0
3041,158.0
3042,156.0
3043,156.0
3044,156.0
3045,170.0
3046,170.0
3047,171.0
3048,172.0
3049,172.0
3050,173.0
3051,173.0
3052,173.0
3053,170.0
3054,166.0
3055,166.0
3056,168.0
3057,164.0
3058,163.0
3059,161.0
3060,162.0
3061,165.0
3062,165.0
3063,166.0
3064,167.0
3065,167.0
3066,167.0
3067,173.0
3068,174.0
3069,187.0
3070,187.0
3071,183.0
3072,182.0
3073,191.0
3074,192.0
3075,194.0
3076,193.0
3077,185.0
3078,169.0
3079,174.0
3080,172.0
3081,175.0
3082,171.0
3083,170.0
3084,171.0
3085,172.0
3086,171.0
3087,172.0
3088,159.0
3089,160.0
3090,160.0
3091,160.0
3092,160.0
3093,153.0
3094,153.0
3095,153.0
3096,154.0
3097,154.0
3098,154.0
3099,153.0
3100,152.0
3101,156.0
3102,156.0
3103,148.0
3104,150.0
3105,145.0
3106,144.0
3107,142.0
3108,144.0
3109,144.0
3110,144.0
3111,147.0
3112,163.0
3113,150.0
3114,148.0
3115,146.0
3116,146.0
3117,142.0
3118,142.0
3119,129.0
3120,133.0
3121,132.0
3122,130.0
3123,130.0
3124,130.0
3125,131.0
3126,131.0
3127,131.0
3128,132.0
3129,131.0
3130,130.0
3131,130.0
3132,132.0
3133,135.0
3134,133.0
3135,130.0
3136,133.0
3137,135.0
3138,136.0
3139,136.0
3140,138.0
3141,131.0
3142,131.0
3143,120.0
3144,124.0
3145,125.0
3146,125.0
3147,119.0
3148,118.0
3149,118.0
3150,122.0
3151,128.0
3152,128.0
3153,113.0
3154,112.0
3155,113.0
3156,115.0
3157,116.0
3158,117.0
3159,117.0
3160,115.0
3161,122.0
3162,123.0
3163,122.0
3164,124.0
3165,122.0
3166,126.0
3167,128.0
3168,127.0
3169,128.0
3170,126.0
3171,129.0
3172,128.0
3173,129.0
3174,131.0
3175,124.0
3176,128.0
3177,127.0
3178,129.0
3179,131.0
3180,129.0
3181,129.0
3182,129.0
3183,129.0
3184,128.0
3185,129.0
3186,109.0
3187,97.0
3188,97.0
3189,96.0
3190,96.0
3191,99.0
3192,106.0
3193,107.0
3194,107.0
3195,107.0
3196,108.0
3197,110.0
3198,105.0
3199,107.0
3200,107.0
3201,106.0
3202,106.0
3203,104.0
3204,105.0
3205,107.0
3206,106.0
3207,105.0
3208,107.0
3209,106.0
3210,111.0
3211,115.0
3212,114.0
3213,116.0
3214,114.0
3215,116.0
3216,116.0
3217,118.0
3218,115.0
3219,117.0
3220,118.0
3221,120.0
3222,120.0
3223,122.0
3224,117.0
3225,115.0
3226,115.0
3227,115.0
3228,113.0
3229,103.0
3230,106.0
3231,105.0
3232,104.0
3233,104.0
3234,105.0
3235,99.0
3236,100.0
3237,100.0
3238,97.0
3239,93.0
3240,94.0
3241,94.0
3242,94.0
3243,94.0
3244,96.0
3245,95.0
3246,95.0
3247,95.0
3248,92.0
3249,93.0
3250,91.0
3251,91.0
3252,89.0
3253,88.0
3254,88.0
3255,88.0
3256,88.0
3257,95.0
3258,95.0
3259,96.0
3260,96.0
3261,96.0
3262,97.0
3263,97.0
3264,99.0
3265,96.0
3266,86.0
3267,84.0
3268,86.0
3269,90.0
3270,90.0
3271,88.0
3272,88.0
3273,84.0
3274,81.0
3275,65.0
3276,64.0
3277,64.0
3278,70.0
3279,70.0
3280,70.0
3281,77.0
3282,103.0
3283,105.0
3284,105.0
3285,106.0
3286,108.0
3287,105.0
3288,112.0
3289,111.0
3290,111.0
3291,111.0
3292,110.0
3293,109.0
3294,107.0
3295,104.0
3296,104.0
3297,100.0
3298,100.0
3299,101.0
3300,101.0
3301,104.0
3302,102.0
3303,102.0
3304,102.0
3305,101.0
3306,101.0
3307,101.0
3308,100.0
3309,100.0
3310,98.0
3311,98.0
3312,97.0
3313,97.0
3314,94.0
3315,94.0
3316,94.0
3317,94.0
3318,91.0
3319,91.0
3320,35.0
3321,19.0
3322,0.0
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.0
3338,21.0
3339,22.0
3340,23.0
3341,23.0
3342,76.0
3343,77.0
3344,80.0
3345,82.0
3346,82.0
3347,82.0
3348,83.0
3349,83.0
3350,83.0
3351,83.0
3352,83.0
3353,85.0
3354,85.0
3355,86.0
3356,87.0
3357,86.0
3358,87.0
3359,80.0
3360,79.0
3361,79.0
3362,77.0
3363,77.0
3364,69.0
3365,66.0
3366,65.0
3367,66.0
3368,73.0
3369,75.0
3370,75.0
3371,76.0
3372,76.0
3373,76.0
3374,76.0
3375,63.0
3376,63.0
3377,63.0
3378,63.0
3379,63.0
3380,63.0
3381,66.0
3382,66.0
3383,66.0
3384,66.0
3385,66.0
3386,66.0
3387,66.0
3388,64.0
3389,62.0
3390,38.0
3391,38.0
3392,38.0
3393,39.0
3394,39.0
3395,39.0
3396,39.0
3397,45.0
3398,57.0
3399,57.0
3400,57.0
3401,57.0
3402,58.0
3403,58.0
3404,58.0
3405,58.0
3406,58.0
3407,61.0
3408,61.0
3409,61.0
3410,61.0
3411,62.0
3412,62.0
3413,62.0
3414,63.0
3415,63.0
3416,68.0
3417,68.0
3418,68.0
3419,66.0
3420,66.0
3421,66.0
3422,82.0
3423,82.0
3424,87.0
3425,87.0
3426,87.0
3427,87.0
3428,87.0
3429,88.0
3430,87.0
3431,89.0
3432,91.0
3433,92.0
3434,92.0
3435,92.0
3436,91.0
3437,90.0
3438,90.0
3439,90.0
3440,88.0
3441,85.0
3442,77.0
3443,75.0
3444,73.0
3445,73.0
3446,73.0
3447,75.0
3448,75.0
3449,74.0
3450,74.0
3451,74.0
3452,74.0
3453,76.0
3454,76.0
3455,75.0
3456,72.0
3457,66.0
3458,72.0
3459,72.0
3460,72.0
3461,71.0
3462,73.0
3463,73.0
3464,73.0
3465,73.0
3466,73.0
3467,73.0
3468,72.0
3469,72.0
3470,72.0
3471,68.0
3472,68.0
3473,68.0
3474,68.0
3475,68.0
3476,72.0
3477,74.0
3478,73.0
3479,75.0
3480,75.0
3481,78.0
3482,78.0
3483,78.0
3484,78.0
3485,75.0
3486,75.0
3487,86.0
3488,85.0
3489,93.0
3490,82.0
3491,82.0
3492,82.0
3493,84.0
3494,84.0
3495,87.0
3496,70.0
3497,72.0
3498,68.0
3499,68.0
3500,68.0
3501,68.0
3502,68.0
3503,68.0
3504,63.0
3505,63.0
3506,63.0
3507,61.0
3508,61.0
3509,61.0
3510,61.0
3511,61.0
3512,61.0
3513,64.0
3514,66.0
3515,70.0
3516,70.0
3517,70.0
3518,71.0
3519,71.0
3520,71.0
3521,69.0
3522,69.0
3523,74.0
3524,74.0
3525,75.0
3526,73.0
3527,73.0
3528,76.0
3529,76.0
3530,76.0
3531,76.0
3532,68.0
3533,68.0
3534,69.0
3535,68.0
3536,66.0
3537,66.0
3538,66.0
3539,67.0
3540,67.0
3541,70.0
3542,72.0
3543,72.0
3544,72.0
3545,74.0
3546,74.0
3547,80.0
3548,81.0
3549,81.0
3550,78.0
3551,78.0
3552,79.0
3553,78.0
3554,77.0
3555,74.0
3556,75.0
3557,76.0
3558,76.0
3559,78.0
3560,77.0
3561,68.0
3562,68.0
3563,61.0
3564,61.0
3565,63.0
3566,63.0
3567,63.0
3568,63.0
3569,61.0
3570,62.0
3571,58.0
3572,58.0
3573,58.0
3574,59.0
3575,59.0
3576,59.0
3577,60.0
3578,64.0
3579,63.0
3580,66.0
3581,70.0
3582,71.0
3583,71.0
3584,71.0
3585,72.0
3586,71.0
3587,69.0
3588,66.0
3589,63.0
3590,64.0
3591,66.0
3592,65.0
3593,65.0
3594,68.0
3595,68.0
3596,69.0
3597,65.0
3598,65.0
3599,66.0
3600,73.0
3601,74.0
3602,72.0
3603,70.0
3604,70.0
3605,69.0
3606,69.0
3607,71.0
3608,72.0
3609,72.0
3610,74.0
3611,74.0
3612,72.0
3613,69.0
3614,73.0
3615,72.0
3616,73.0
3617,73.0
3618,72.0
3619,76.0
3620,78.0
3621,72.0
3622,78.0
3623,79.0
3624,78.0
3625,77.0
3626,76.0
3627,76.0
3628,76.0
3629,76.0
3630,75.0
3631,72.0
3632,73.0
3633,73.0
3634,73.0
3635,73.0
3636,73.0
3637,79.0
3638,79.0
3639,76.0
3640,76.0
3641,77.0
3642,76.0
3643,75.0
3644,78.0
3645,78.0
3646,79.0
3647,79.0
3648,79.0
3649,79.0
3650,80.0
3651,91.0
3652,86.0
3653,84.0
3654,92.0
3655,96.0
3656,104.0
3657,104.0
3658,104.0
3659,106.0
3660,105.0
3661,105.0
3662,104.0
3663,104.0
3664,105.0
3665,105.0
3666,106.0
3667,106.0
3668,106.0
3669,107.0
3670,106.0
3671,106.0
3672,106.0
3673,107.0
3674,106.0
3675,107.0
3676,107.0
3677,107.0
3678,107.0
3679,108.0
3680,108.0
3681,106.0
3682,103.0
3683,110.0
3684,108.0
3685,106.0
3686,106.0
3687,106.0
3688,102.0
3689,100.0
3690,100.0
3691,99.0
3692,93.0
3693,92.0
3694,89.0
3695,86.0
3696,86.0
3697,87.0
3698,87.0
3699,88.0
3700,89.0
3701,89.0
3702,89.0
3703,89.0
3704,89.0
3705,93.0
3706,92.0
3707,92.0
3708,92.0
3709,93.0
3710,94.0
3711,94.0
3712,94.0
3713,87.0
3714,87.0
3715,86.0
3716,86.0
3717,86.0
3718,90.0
3719,91.0
3720,91.0
3721,91.0
3722,91.0
3723,92.0
3724,91.0
3725,81.0
3726,80.0
3727,78.0
3728,73.0
3729,70.0
3730,63.0
3731,77.0
3732,78.0
3733,84.0
3734,85.0
3735,85.0
3736,85.0
3737,82.0
3738,83.0
3739,79.0
3740,81.0
3741,80.0
3742,78.0
3743,78.0
3744,78.0
3745,85.0
3746,85.0
3747,86.0
3748,86.0
3749,82.0
3750,85.0
3751,85.0
3752,86.0
3753,89.0
3754,88.0
3755,93.0
3756,93.0
3757,87.0
3758,86.0
3759,85.0
3760,85.0
3761,86.0
3762,86.0
3763,86.0
3764,86.0
3765,87.0
3766,94.0
3767,96.0
3768,96.0
3769,96.0
3770,98.0
3771,106.0
3772,106.0
3773,105.0
3774,104.0
3775,104.0
3776,112.0
3777,112.0
3778,112.0
3779,105.0
3780,105.0
3781,107.0
3782,107.0
3783,108.0
3784,114.0
3785,114.0
3786,115.0
3787,116.0
3788,116.0
3789,118.0
3790,114.0
3791,114.0
3792,114.0
3793,113.0
3794,113.0
3795,118.0
3796,123.0
3797,122.0
3798,123.0
3799,123.0
3800,123.0
3801,122.0
3802,122.0
3803,122.0
3804,124.0
3805,105.0
3806,105.0
3807,102.0
3808,103.0
3809,103.0
3810,104.0
3811,109.0
3812,107.0
3813,109.0
3814,112.0
3815,116.0
3816,116.0
3817,114.0
3818,113.0
3819,109.0
3820,119.0
3821,117.0
3822,119.0
3823,119.0
3824,120.0
3825,120.0
3826,120.0
3827,120.0
3828,125.0
3829,120.0
3830,121.0
3831,127.0
3832,127.0
3833,127.0
3834,133.0
3835,131.0
3836,131.0
3837,131.0
3838,125.0
3839,126.0
3840,126.0
3841,141.0
3842,142.0
3843,134.0
3844,134.0
3845,134.0
3846,135.0
3847,135.0
3848,134.0
3849,138.0
3850,128.0
3851,129.0
3852,129.0
3853,129.0
3854,129.0
3855,126.0
3856,125.0
3857,127.0
3858,117.0
3859,116.0
3860,115.0
3861,116.0
3862,117.0
3863,115.0
3864,115.0
3865,115.0
3866,110.0
3867,110.0
3868,110.0
3869,107.0
3870,105.0
3871,105.0
3872,105.0
3873,109.0
3874,110.0
3875,110.0
3876,107.0
3877,106.0
3878,110.0
3879,114.0
3880,115.0
3881,114.0
3882,114.0
3883,114.0
3884,115.0
3885,112.0
3886,111.0
3887,112.0
3888,107.0
3889,104.0
3890,102.0
3891,105.0
3892,99.0
3893,95.0
3894,95.0
3895,95.0
3896,95.0
3897,97.0
3898,99.0
3899,103.0
3900,100.0
3901,100.0
3902,99.0
3903,99.0
3904,108.0
3905,102.0
3906,105.0
3907,105.0
3908,106.0
3909,107.0
3910,110.0
3911,112.0
3912,111.0
3913,106.0
3914,105.0
3915,95.0
3916,94.0
3917,91.0
3918,95.0
3919,96.0
3920,96.0
3921,96.0
3922,93.0
3923,90.0
3924,91.0
3925,90.0
3926,90.0
3927,89.0
3928,89.0
3929,89.0
3930,108.0
3931,106.0
3932,109.0
3933,111.0
3934,111.0
3935,113.0
3936,114.0
3937,112.0
3938,114.0
3939,114.0
3940,114.0
3941,116.0
3942,112.0
3943,118.0
3944,116.0
3945,116.0
3946,116.0
3947,113.0
3948,112.0
3949,112.0
3950,112.0
3951,110.0
3952,109.0
3953,104.0
3954,105.0
3955,105.0
3956,105.0
3957,105.0
3958,106.0
3959,105.0
3960,105.0
3961,107.0
3962,107.0
3963,104.0
3964,110.0
3965,107.0
3966,106.0
3967,106.0
3968,110.0
3969,110.0
3970,115.0
3971,112.0
3972,111.0
3973,106.0
3974,108.0
3975,108.0
3976,108.0
3977,107.0
3978,98.0
3979,96.0
3980,93.0
3981,91.0
3982,86.0
3983,86.0
3984,88.0
3985,88.0
3986,89.0
3987,86.0
3988,86.0
3989,88.0
3990,88.0
3991,88.0
3992,88.0
3993,86.0
3994,101.0
3995,105.0
3996,107.0
3997,109.0
3998,108.0
3999,109.0
4000,109.0
4001,109.0
4002,110.0
4003,110.0
4004,88.0
4005,89.0
4006,92.0
4007,92.0
4008,97.0
4009,95.0
4010,96.0
4011,96.0
4012,104.0
4013,104.0
4014,105.0
4015,103.0
4016,103.0
4017,99.0
4018,99.0
4019,99.0
4020,100.0
4021,99.0
4022,101.0
4023,101.0
4024,103.0
4025,107.0
4026,110.0
4027,110.0
4028,108.0
4029,108.0
4030,108.0
4031,108.0
4032,105.0
4033,118.0
4034,116.0
4035,116.0
4036,117.0
4037,116.0
4038,111.0
4039,134.0
4040,134.0
4041,136.0
4042,131.0
4043,126.0
4044,126.0
4045,126.0
4046,126.0
4047,126.0
4048,121.0
4049,121.0
4050,127.0
4051,127.0
4052,127.0
4053,127.0
4054,128.0
4055,130.0
4056,130.0
4057,130.0
4058,130.0
4059,129.0
4060,128.0
4061,130.0
4062,131.0
4063,125.0
4064,121.0
4065,120.0
4066,120.0
4067,120.0
4068,108.0
4069,103.0
4070,102.0
4071,109.0
4072,108.0
4073,112.0
4074,112.0
4075,110.0
4076,102.0
4077,102.0
4078,102.0
4079,102.0
4080,100.0
4081,100.0
4082,95.0
4083,95.0
4084,94.0
4085,94.0
4086,94.0
4087,96.0
4088,98.0
4089,98.0
4090,99.0
4091,100.0
4092,107.0
4093,110.0
4094,109.0
4095,110.0
4096,110.0
4097,107.0
4098,109.0
4099,110.0
4100,109.0
4101,109.0
4102,109.0
4103,109.0
4104,119.0
4105,121.0
4106,122.0
4107,111.0
4108,111.0
4109,112.0
4110,114.0
4111,111.0
4112,115.0
4113,95.0
4114,96.0
4115,109.0
4116,109.0
4117,111.0
4118,111.0
4119,111.0
4120,110.0
4121,109.0
4122,103.0
4123,105.0
4124,104.0
4125,104.0
4126,106.0
4127,107.0
4128,107.0
4129,105.0
4130,104.0
4131,104.0
4132,103.0
4133,103.0
4134,103.0
4135,107.0
4136,106.0
4137,104.0
4138,104.0
