,48cAtM,YAdfpF,2YwKxe
3616,73.0,797.0,5.0
3617,74.0,801.0,5.0
3618,74.0,799.0,5.0
3619,74.0,808.0,6.0
3620,70.0,761.0,6.0
3621,70.0,764.0,6.0
3622,70.0,767.0,6.0
3623,68.0,763.0,6.0
3624,69.0,765.0,6.0
3625,64.0,750.0,6.0
3626,64.0,775.0,6.0
3627,65.0,781.0,6.0
3628,64.0,774.0,6.0
3629,65.0,782.0,6.0
3630,65.0,767.0,6.0
3631,62.0,776.0,5.0
3632,62.0,776.0,5.0
3633,60.0,747.0,4.0
3634,65.0,798.0,5.0
3635,63.0,772.0,5.0
3636,63.0,741.0,5.0
3637,66.0,760.0,5.0
3638,65.0,748.0,5.0
3639,72.0,795.0,6.0
3640,71.0,792.0,6.0
3641,71.0,793.0,6.0
3642,71.0,801.0,6.0
3643,69.0,775.0,5.0
3644,70.0,785.0,5.0
3645,70.0,790.0,6.0
3646,65.0,777.0,6.0
3647,67.0,801.0,6.0
3648,66.0,776.0,4.0
3649,66.0,781.0,4.0
3650,66.0,765.0,4.0
3651,66.0,769.0,4.0
3652,66.0,777.0,4.0
3653,71.0,865.0,7.0
3654,72.0,874.0,8.0
3655,71.0,860.0,8.0
3656,77.0,904.0,8.0
3657,74.0,885.0,8.0
3658,78.0,917.0,8.0
3659,78.0,927.0,8.0
3660,78.0,929.0,8.0
3661,80.0,953.0,9.0
3662,77.0,904.0,9.0
3663,82.0,933.0,9.0
3664,85.0,952.0,9.0
3665,82.0,896.0,9.0
3666,83.0,912.0,9.0
3667,79.0,890.0,9.0
3668,77.0,900.0,9.0
3669,77.0,902.0,9.0
3670,72.0,886.0,9.0
3671,73.0,906.0,9.0
3672,69.0,876.0,9.0
3673,69.0,873.0,9.0
3674,69.0,879.0,9.0
3675,69.0,879.0,9.0
3676,71.0,889.0,10.0
3677,70.0,883.0,10.0
3678,70.0,878.0,10.0
3679,73.0,907.0,10.0
3680,73.0,901.0,10.0
3681,76.0,928.0,10.0
3682,76.0,931.0,10.0
3683,77.0,929.0,10.0
3684,79.0,931.0,10.0
3685,78.0,930.0,10.0
3686,81.0,951.0,11.0
3687,80.0,951.0,11.0
3688,79.0,942.0,11.0
3689,79.0,942.0,11.0
3690,77.0,941.0,11.0
3691,81.0,966.0,11.0
3692,81.0,962.0,11.0
3693,81.0,959.0,10.0
3694,82.0,972.0,10.0
3695,81.0,976.0,10.0
3696,81.0,982.0,10.0
3697,81.0,987.0,10.0
3698,81.0,997.0,11.0
3699,87.0,1035.0,11.0
3700,90.0,1026.0,10.0
3701,90.0,1005.0,10.0
3702,90.0,1005.0,10.0
3703,91.0,999.0,10.0
3704,94.0,1039.0,9.0
3705,94.0,1038.0,11.0
3706,96.0,1051.0,11.0
3707,97.0,1054.0,11.0
3708,95.0,1007.0,11.0
3709,97.0,1028.0,11.0
3710,100.0,1048.0,12.0
3711,98.0,1038.0,12.0
3712,103.0,1069.0,12.0
3713,97.0,1037.0,11.0
3714,97.0,1041.0,11.0
3715,96.0,1047.0,11.0
3716,97.0,1037.0,11.0
3717,99.0,1054.0,11.0
3718,101.0,1075.0,10.0
3719,100.0,1072.0,9.0
3720,99.0,1067.0,9.0
3721,97.0,1024.0,9.0
3722,98.0,1018.0,9.0
3723,99.0,1019.0,9.0
3724,99.0,1016.0,9.0
3725,99.0,1023.0,9.0
3726,98.0,1003.0,9.0
3727,101.0,975.0,9.0
3728,99.0,939.0,8.0
3729,101.0,951.0,8.0
3730,98.0,928.0,8.0
3731,99.0,946.0,8.0
3732,94.0,918.0,8.0
3733,94.0,904.0,8.0
3734,90.0,884.0,8.0
3735,89.0,873.0,8.0
3736,89.0,887.0,8.0
3737,85.0,878.0,8.0
3738,84.0,864.0,8.0
3739,82.0,856.0,7.0
3740,80.0,830.0,7.0
3741,86.0,852.0,7.0
3742,86.0,849.0,7.0
3743,86.0,854.0,7.0
3744,94.0,906.0,7.0
3745,92.0,884.0,7.0
3746,95.0,907.0,7.0
3747,95.0,907.0,7.0
3748,95.0,910.0,7.0
3749,97.0,920.0,7.0
3750,94.0,894.0,6.0
3751,96.0,903.0,6.0
3752,95.0,904.0,6.0
3753,92.0,874.0,6.0
3754,95.0,875.0,6.0
3755,90.0,826.0,6.0
3756,90.0,827.0,6.0
3757,89.0,826.0,6.0
3758,86.0,839.0,5.0
3759,86.0,838.0,6.0
3760,84.0,837.0,6.0
3761,83.0,838.0,6.0
3762,83.0,829.0,6.0
3763,85.0,838.0,6.0
3764,85.0,834.0,8.0
3765,91.0,862.0,9.0
3766,92.0,871.0,9.0
3767,92.0,852.0,9.0
3768,95.0,863.0,9.0
3769,92.0,843.0,9.0
3770,102.0,897.0,9.0
3771,102.0,895.0,9.0
3772,100.0,864.0,8.0
3773,97.0,847.0,8.0
3774,96.0,834.0,8.0
3775,97.0,843.0,8.0
3776,97.0,847.0,8.0
3777,95.0,847.0,7.0
3778,91.0,785.0,7.0
3779,92.0,801.0,6.0
3780,89.0,779.0,6.0
3781,89.0,782.0,6.0
3782,91.0,800.0,5.0
3783,89.0,784.0,5.0
3784,87.0,780.0,5.0
3785,86.0,789.0,7.0
3786,83.0,767.0,7.0
3787,84.0,773.0,8.0
3788,84.0,764.0,7.0
3789,85.0,765.0,7.0
3790,84.0,766.0,7.0
3791,82.0,748.0,7.0
3792,81.0,770.0,7.0
3793,82.0,759.0,7.0
3794,82.0,767.0,7.0
3795,84.0,785.0,7.0
3796,83.0,780.0,7.0
3797,82.0,778.0,7.0
3798,81.0,775.0,7.0
3799,81.0,766.0,7.0
3800,81.0,775.0,7.0
3801,77.0,757.0,7.0
3802,77.0,758.0,7.0
3803,77.0,786.0,8.0
3804,78.0,788.0,8.0
3805,77.0,774.0,8.0
3806,77.0,774.0,8.0
3807,77.0,774.0,8.0
3808,77.0,812.0,8.0
3809,80.0,858.0,9.0
3810,84.0,881.0,9.0
3811,84.0,877.0,9.0
3812,80.0,844.0,9.0
3813,82.0,844.0,9.0
3814,98.0,918.0,10.0
3815,93.0,905.0,10.0
3816,95.0,929.0,10.0
3817,95.0,924.0,10.0
3818,84.0,851.0,10.0
3819,84.0,858.0,10.0
3820,81.0,847.0,10.0
3821,83.0,857.0,10.0
3822,82.0,856.0,10.0
3823,79.0,855.0,11.0
3824,85.0,869.0,11.0
3825,84.0,852.0,11.0
3826,83.0,849.0,11.0
3827,83.0,841.0,11.0
3828,82.0,863.0,11.0
3829,82.0,864.0,11.0
3830,82.0,895.0,11.0
3831,81.0,899.0,11.0
3832,80.0,881.0,10.0
3833,81.0,881.0,9.0
3834,80.0,865.0,9.0
3835,80.0,862.0,9.0
3836,80.0,879.0,9.0
3837,79.0,877.0,9.0
3838,79.0,882.0,9.0
3839,76.0,860.0,8.0
3840,75.0,853.0,7.0
3841,74.0,865.0,7.0
3842,71.0,862.0,7.0
3843,71.0,863.0,7.0
3844,63.0,840.0,7.0
3845,62.0,838.0,7.0
3846,62.0,847.0,7.0
3847,62.0,854.0,7.0
3848,60.0,857.0,7.0
3849,60.0,867.0,7.0
3850,61.0,892.0,7.0
3851,61.0,897.0,7.0
3852,62.0,901.0,7.0
3853,62.0,893.0,7.0
3854,64.0,906.0,7.0
3855,63.0,903.0,7.0
3856,62.0,899.0,7.0
3857,62.0,918.0,7.0
3858,61.0,933.0,7.0
3859,60.0,923.0,5.0
3860,61.0,946.0,5.0
3861,61.0,966.0,4.0
3862,67.0,991.0,4.0
3863,67.0,1001.0,4.0
3864,67.0,1000.0,4.0
3865,67.0,990.0,4.0
3866,66.0,968.0,4.0
3867,68.0,975.0,4.0
3868,72.0,1016.0,4.0
3869,71.0,1000.0,4.0
3870,71.0,1006.0,4.0
3871,71.0,1020.0,7.0
3872,73.0,1023.0,7.0
3873,75.0,1050.0,7.0
3874,77.0,1059.0,7.0
3875,77.0,1063.0,7.0
3876,78.0,1074.0,7.0
3877,75.0,1045.0,6.0
3878,72.0,1023.0,6.0
3879,95.0,1150.0,9.0
3880,97.0,1153.0,9.0
3881,102.0,1199.0,9.0
3882,102.0,1177.0,9.0
3883,99.0,1144.0,8.0
3884,97.0,1146.0,8.0
3885,97.0,1147.0,8.0
3886,103.0,1186.0,9.0
3887,104.0,1188.0,9.0
3888,90.0,1119.0,8.0
3889,90.0,1120.0,8.0
3890,88.0,1086.0,8.0
3891,88.0,1091.0,8.0
3892,90.0,1096.0,8.0
3893,90.0,1137.0,8.0
3894,94.0,1157.0,8.0
3895,93.0,1147.0,7.0
3896,94.0,1150.0,7.0
3897,94.0,1145.0,7.0
3898,91.0,1154.0,7.0
3899,91.0,1152.0,7.0
3900,93.0,1161.0,7.0
3901,94.0,1155.0,7.0
3902,91.0,1045.0,7.0
3903,95.0,1087.0,7.0
3904,96.0,1075.0,7.0
3905,96.0,1068.0,7.0
3906,98.0,1085.0,7.0
3907,96.0,1075.0,7.0
3908,97.0,1077.0,7.0
3909,98.0,1084.0,7.0
3910,99.0,1078.0,7.0
3911,99.0,1109.0,7.0
3912,99.0,1101.0,7.0
3913,97.0,1107.0,7.0
3914,98.0,1119.0,7.0
3915,98.0,1106.0,7.0
3916,99.0,1110.0,7.0
3917,101.0,1115.0,7.0
3918,103.0,1126.0,7.0
3919,106.0,1174.0,7.0
3920,106.0,1162.0,7.0
3921,106.0,1183.0,7.0
3922,107.0,1185.0,7.0
3923,106.0,1176.0,7.0
3924,106.0,1171.0,7.0
3925,106.0,1166.0,7.0
3926,106.0,1162.0,7.0
3927,113.0,1211.0,7.0
3928,111.0,1188.0,7.0
3929,111.0,1198.0,6.0
3930,112.0,1200.0,6.0
3931,112.0,1209.0,6.0
3932,115.0,1238.0,6.0
3933,115.0,1256.0,6.0
3934,115.0,1247.0,6.0
3935,115.0,1233.0,6.0
3936,109.0,1204.0,6.0
3937,109.0,1208.0,6.0
3938,114.0,1236.0,5.0
3939,114.0,1233.0,5.0
3940,114.0,1231.0,5.0
3941,110.0,1203.0,5.0
3942,107.0,1182.0,5.0
3943,106.0,1187.0,5.0
3944,106.0,1185.0,5.0
3945,106.0,1191.0,5.0
3946,105.0,1211.0,6.0
3947,103.0,1193.0,6.0
3948,101.0,1197.0,6.0
3949,101.0,1196.0,6.0
3950,105.0,1215.0,8.0
3951,105.0,1229.0,8.0
3952,107.0,1235.0,10.0
3953,89.0,1195.0,8.0
3954,87.0,1190.0,8.0
3955,82.0,1162.0,8.0
3956,82.0,1158.0,8.0
3957,82.0,1157.0,8.0
3958,82.0,1162.0,8.0
3959,85.0,1217.0,8.0
3960,82.0,1200.0,7.0
3961,80.0,1211.0,8.0
3962,76.0,1178.0,8.0
3963,77.0,1194.0,8.0
3964,78.0,1191.0,8.0
3965,79.0,1212.0,8.0
3966,79.0,1222.0,8.0
3967,79.0,1198.0,8.0
3968,80.0,1243.0,12.0
3969,79.0,1230.0,12.0
3970,79.0,1226.0,12.0
3971,79.0,1231.0,12.0
3972,77.0,1219.0,11.0
3973,77.0,1251.0,11.0
3974,76.0,1258.0,11.0
3975,76.0,1259.0,12.0
3976,76.0,1265.0,12.0
3977,67.0,1167.0,12.0
3978,66.0,1163.0,12.0
3979,67.0,1172.0,12.0
3980,67.0,1168.0,12.0
3981,68.0,1199.0,12.0
3982,65.0,1171.0,11.0
3983,67.0,1188.0,12.0
3984,68.0,1205.0,12.0
3985,67.0,1194.0,12.0
3986,72.0,1242.0,13.0
3987,74.0,1250.0,13.0
3988,72.0,1196.0,13.0
3989,74.0,1201.0,13.0
3990,72.0,1187.0,13.0
3991,70.0,1184.0,13.0
3992,68.0,1177.0,13.0
3993,65.0,1141.0,13.0
3994,65.0,1084.0,14.0
3995,63.0,1060.0,14.0
3996,62.0,1046.0,14.0
3997,64.0,1064.0,14.0
3998,64.0,1029.0,15.0
3999,64.0,1026.0,15.0
4000,63.0,1025.0,15.0
4001,57.0,992.0,15.0
4002,60.0,1025.0,15.0
4003,60.0,1006.0,15.0
4004,59.0,999.0,15.0
4005,60.0,1018.0,15.0
4006,58.0,1010.0,15.0
4007,60.0,1025.0,16.0
4008,60.0,1030.0,16.0
4009,62.0,1026.0,16.0
4010,64.0,1044.0,16.0
4011,66.0,1035.0,16.0
4012,62.0,1026.0,16.0
4013,62.0,1028.0,16.0
4014,64.0,1043.0,16.0
4015,70.0,1108.0,16.0
4016,71.0,1128.0,16.0
4017,71.0,1122.0,16.0
4018,71.0,1124.0,16.0
4019,72.0,1128.0,16.0
4020,72.0,1113.0,15.0
4021,72.0,1125.0,15.0
4022,72.0,1121.0,15.0
4023,72.0,1120.0,15.0
4024,66.0,1067.0,13.0
4025,68.0,1057.0,15.0
4026,66.0,1068.0,15.0
4027,65.0,1057.0,15.0
4028,65.0,1057.0,14.0
4029,67.0,1080.0,14.0
4030,68.0,1091.0,15.0
4031,69.0,1103.0,15.0
4032,67.0,1098.0,15.0
4033,64.0,1083.0,15.0
4034,62.0,1090.0,15.0
4035,62.0,1101.0,15.0
4036,62.0,1105.0,15.0
4037,62.0,1100.0,15.0
4038,62.0,1114.0,15.0
4039,61.0,1115.0,15.0
4040,60.0,1151.0,15.0
4041,60.0,1152.0,15.0
4042,56.0,1114.0,11.0
4043,55.0,1112.0,11.0
4044,58.0,1129.0,11.0
4045,58.0,1137.0,11.0
4046,63.0,1207.0,13.0
4047,63.0,1189.0,14.0
4048,63.0,1178.0,14.0
4049,62.0,1162.0,13.0
4050,62.0,1164.0,13.0
4051,69.0,1240.0,16.0
4052,69.0,1248.0,16.0
4053,69.0,1236.0,16.0
4054,68.0,1244.0,16.0
4055,67.0,1236.0,16.0
4056,66.0,1228.0,16.0
4057,64.0,1218.0,15.0
4058,64.0,1214.0,15.0
4059,64.0,1216.0,15.0
4060,62.0,1226.0,15.0
4061,60.0,1224.0,16.0
4062,63.0,1278.0,17.0
4063,61.0,1278.0,17.0
4064,63.0,1265.0,17.0
4065,65.0,1275.0,17.0
4066,67.0,1266.0,17.0
4067,72.0,1318.0,17.0
4068,73.0,1329.0,17.0
4069,74.0,1312.0,18.0
4070,74.0,1321.0,18.0
4071,71.0,1257.0,16.0
4072,71.0,1307.0,16.0
4073,71.0,1312.0,16.0
4074,76.0,1356.0,15.0
4075,76.0,1358.0,17.0
4076,71.0,1312.0,17.0
4077,70.0,1294.0,17.0
4078,70.0,1295.0,17.0
4079,70.0,1261.0,17.0
4080,72.0,1283.0,17.0
4081,71.0,1247.0,16.0
4082,72.0,1245.0,15.0
4083,70.0,1237.0,16.0
4084,77.0,1274.0,16.0
4085,75.0,1270.0,16.0
4086,77.0,1277.0,16.0
4087,76.0,1270.0,16.0
4088,76.0,1259.0,16.0
4089,73.0,1258.0,16.0
4090,71.0,1241.0,16.0
4091,74.0,1257.0,16.0
4092,77.0,1288.0,16.0
4093,76.0,1273.0,16.0
4094,77.0,1298.0,16.0
4095,77.0,1290.0,16.0
4096,79.0,1313.0,16.0
4097,79.0,1318.0,16.0
4098,78.0,1277.0,14.0
4099,78.0,1263.0,13.0
4100,78.0,1252.0,13.0
4101,78.0,1228.0,14.0
4102,80.0,1232.0,14.0
4103,79.0,1240.0,15.0
4104,78.0,1240.0,15.0
4105,78.0,1231.0,15.0
4106,78.0,1202.0,14.0
4107,78.0,1190.0,14.0
4108,78.0,1208.0,14.0
4109,77.0,1193.0,12.0
4110,76.0,1178.0,11.0
4111,76.0,1202.0,11.0
4112,76.0,1199.0,11.0
4113,78.0,1199.0,12.0
4114,76.0,1148.0,12.0
4115,76.0,1163.0,12.0
4116,76.0,1201.0,12.0
4117,75.0,1190.0,12.0
4118,76.0,1218.0,12.0
4119,76.0,1202.0,11.0
4120,76.0,1200.0,9.0
4121,76.0,1197.0,9.0
4122,76.0,1196.0,9.0
4123,77.0,1214.0,9.0
4124,78.0,1226.0,8.0
4125,80.0,1216.0,6.0
4126,80.0,1225.0,6.0
4127,79.0,1205.0,6.0
4128,80.0,1195.0,6.0
4129,80.0,1130.0,6.0
4130,81.0,1137.0,7.0
4131,85.0,1152.0,7.0
4132,88.0,1174.0,7.0
4133,89.0,1181.0,7.0
4134,86.0,1160.0,7.0
4135,85.0,1127.0,7.0
4136,83.0,1102.0,6.0
4137,83.0,1116.0,6.0
4138,81.0,1116.0,6.0
4139,83.0,1136.0,6.0
4140,83.0,1151.0,6.0
4141,78.0,1104.0,5.0
4142,80.0,1117.0,5.0
4143,80.0,1121.0,5.0
4144,81.0,1148.0,6.0
4145,81.0,1150.0,6.0
4146,81.0,1106.0,6.0
4147,82.0,1106.0,6.0
4148,76.0,1042.0,5.0
4149,76.0,1077.0,6.0
4150,76.0,1080.0,7.0
4151,81.0,1121.0,8.0
4152,81.0,1125.0,8.0
4153,76.0,1082.0,8.0
4154,73.0,1082.0,8.0
4155,73.0,1073.0,8.0
4156,75.0,1085.0,8.0
4157,85.0,1154.0,9.0
4158,78.0,1095.0,9.0
4159,79.0,1101.0,9.0
4160,78.0,1087.0,9.0
4161,78.0,1108.0,9.0
4162,79.0,1108.0,9.0
4163,77.0,1095.0,9.0
4164,77.0,1097.0,9.0
4165,74.0,1070.0,9.0
4166,74.0,1061.0,9.0
4167,74.0,1068.0,9.0
4168,73.0,1059.0,8.0
4169,74.0,1044.0,8.0
4170,69.0,992.0,8.0
4171,67.0,980.0,8.0
4172,66.0,971.0,7.0
4173,68.0,976.0,7.0
4174,68.0,975.0,7.0
4175,68.0,954.0,7.0
4176,67.0,931.0,7.0
4177,70.0,923.0,7.0
4178,70.0,920.0,6.0
4179,70.0,919.0,6.0
4180,70.0,920.0,6.0
4181,70.0,923.0,6.0
4182,69.0,920.0,6.0
4183,72.0,943.0,7.0
4184,72.0,940.0,7.0
4185,72.0,945.0,7.0
4186,72.0,943.0,7.0
4187,73.0,946.0,7.0
4188,73.0,958.0,7.0
4189,74.0,956.0,7.0
4190,76.0,965.0,7.0
4191,76.0,963.0,7.0
4192,72.0,938.0,7.0
4193,72.0,935.0,7.0
4194,73.0,938.0,7.0
4195,74.0,941.0,7.0
4196,77.0,963.0,7.0
4197,77.0,967.0,8.0
4198,78.0,965.0,8.0
4199,79.0,935.0,9.0
4200,78.0,926.0,9.0
4201,78.0,938.0,9.0
4202,77.0,934.0,9.0
4203,79.0,936.0,9.0
4204,80.0,955.0,8.0
4205,75.0,936.0,8.0
4206,71.0,931.0,8.0
4207,70.0,922.0,9.0
4208,70.0,924.0,9.0
4209,71.0,929.0,9.0
4210,71.0,933.0,9.0
4211,71.0,925.0,9.0
4212,73.0,927.0,10.0
4213,69.0,892.0,10.0
4214,69.0,866.0,10.0
4215,70.0,857.0,11.0
4216,70.0,849.0,10.0
4217,72.0,877.0,10.0
4218,72.0,856.0,10.0
4219,72.0,853.0,10.0
4220,71.0,814.0,10.0
4221,69.0,813.0,7.0
4222,69.0,819.0,7.0
4223,69.0,796.0,6.0
4224,71.0,811.0,7.0
4225,63.0,736.0,7.0
4226,60.0,708.0,7.0
4227,60.0,707.0,8.0
4228,62.0,704.0,8.0
4229,62.0,715.0,8.0
4230,62.0,698.0,8.0
4231,60.0,662.0,8.0
4232,60.0,661.0,8.0
4233,60.0,675.0,8.0
4234,60.0,696.0,9.0
4235,60.0,693.0,9.0
4236,60.0,702.0,9.0
4237,60.0,700.0,9.0
4238,62.0,711.0,9.0
4239,62.0,713.0,9.0
4240,62.0,724.0,9.0
4241,62.0,727.0,9.0
4242,64.0,757.0,9.0
4243,63.0,755.0,9.0
4244,64.0,756.0,9.0
4245,65.0,762.0,9.0
4246,65.0,767.0,9.0
4247,70.0,804.0,9.0
4248,70.0,805.0,9.0
4249,70.0,825.0,9.0
4250,72.0,832.0,10.0
4251,69.0,831.0,10.0
4252,69.0,846.0,10.0
4253,69.0,863.0,10.0
4254,69.0,862.0,10.0
4255,69.0,870.0,10.0
4256,67.0,857.0,10.0
4257,67.0,878.0,10.0
4258,66.0,899.0,10.0
4259,69.0,915.0,11.0
4260,70.0,920.0,11.0
4261,70.0,914.0,11.0
4262,70.0,954.0,11.0
4263,70.0,951.0,11.0
4264,73.0,966.0,11.0
4265,73.0,967.0,12.0
4266,69.0,945.0,12.0
4267,69.0,946.0,13.0
4268,68.0,940.0,13.0
4269,69.0,959.0,14.0
4270,65.0,943.0,14.0
4271,64.0,919.0,13.0
4272,65.0,940.0,13.0
4273,59.0,916.0,12.0
4274,60.0,922.0,12.0
4275,60.0,919.0,12.0
4276,62.0,927.0,12.0
4277,70.0,988.0,12.0
4278,69.0,966.0,12.0
4279,69.0,962.0,13.0
4280,69.0,961.0,13.0
4281,69.0,959.0,12.0
4282,79.0,1021.0,12.0
4283,78.0,1018.0,13.0
4284,77.0,1019.0,13.0
4285,78.0,1018.0,13.0
4286,75.0,965.0,12.0
4287,75.0,981.0,12.0
4288,75.0,979.0,11.0
4289,76.0,1013.0,11.0
4290,75.0,994.0,11.0
4291,71.0,979.0,11.0
4292,71.0,955.0,11.0
4293,74.0,970.0,11.0
4294,78.0,987.0,11.0
4295,78.0,982.0,11.0
4296,80.0,968.0,10.0
4297,80.0,970.0,10.0
4298,78.0,933.0,9.0
4299,78.0,957.0,9.0
4300,78.0,959.0,10.0
4301,84.0,1002.0,10.0
4302,83.0,996.0,10.0
4303,83.0,1007.0,10.0
4304,80.0,994.0,10.0
4305,80.0,1003.0,10.0
4306,82.0,1013.0,10.0
4307,84.0,1015.0,10.0
4308,84.0,1001.0,9.0
4309,84.0,982.0,9.0
4310,86.0,998.0,9.0
4311,86.0,997.0,9.0
4312,82.0,967.0,9.0
4313,82.0,960.0,9.0
4314,83.0,944.0,9.0
4315,88.0,977.0,9.0
4316,87.0,984.0,9.0
4317,87.0,997.0,9.0
4318,86.0,996.0,9.0
4319,85.0,975.0,9.0
4320,86.0,971.0,9.0
4321,84.0,951.0,9.0
4322,84.0,958.0,9.0
4323,87.0,957.0,10.0
4324,85.0,943.0,8.0
4325,84.0,931.0,8.0
4326,84.0,921.0,8.0
4327,85.0,933.0,7.0
4328,85.0,936.0,7.0
4329,86.0,939.0,7.0
4330,86.0,940.0,7.0
4331,87.0,939.0,7.0
4332,87.0,919.0,7.0
4333,88.0,935.0,7.0
4334,87.0,935.0,7.0
4335,87.0,934.0,7.0
4336,87.0,935.0,7.0
4337,91.0,951.0,7.0
4338,90.0,948.0,6.0
4339,90.0,954.0,6.0
4340,90.0,943.0,6.0
4341,92.0,948.0,6.0
4342,100.0,989.0,7.0
4343,101.0,978.0,7.0
4344,101.0,988.0,7.0
4345,100.0,974.0,7.0
4346,97.0,943.0,7.0
4347,102.0,1003.0,7.0
4348,101.0,1016.0,7.0
4349,101.0,1021.0,7.0
4350,101.0,1026.0,6.0
4351,92.0,946.0,6.0
4352,95.0,961.0,6.0
4353,95.0,960.0,6.0
4354,96.0,959.0,6.0
4355,98.0,965.0,6.0
4356,86.0,889.0,5.0
4357,90.0,951.0,6.0
4358,90.0,959.0,6.0
4359,92.0,967.0,6.0
4360,92.0,970.0,6.0
4361,92.0,952.0,5.0
4362,93.0,955.0,5.0
4363,97.0,951.0,5.0
4364,97.0,955.0,5.0
4365,98.0,990.0,7.0
4366,106.0,1072.0,7.0
4367,103.0,1041.0,7.0
4368,101.0,1040.0,7.0
4369,99.0,1033.0,7.0
4370,99.0,1034.0,7.0
4371,98.0,1070.0,7.0
4372,102.0,1081.0,7.0
4373,102.0,1063.0,6.0
4374,102.0,1058.0,6.0
4375,93.0,992.0,5.0
4376,93.0,1000.0,5.0
4377,93.0,988.0,5.0
4378,93.0,986.0,5.0
4379,95.0,1024.0,5.0
4380,93.0,1004.0,6.0
4381,97.0,1031.0,6.0
4382,97.0,1049.0,7.0
4383,98.0,1041.0,8.0
4384,97.0,1043.0,8.0
4385,99.0,1051.0,8.0
4386,100.0,1058.0,8.0
4387,101.0,1070.0,10.0
4388,99.0,1066.0,10.0
4389,95.0,1035.0,10.0
4390,97.0,1040.0,10.0
4391,95.0,1002.0,10.0
4392,95.0,1019.0,10.0
4393,95.0,1012.0,9.0
4394,94.0,1007.0,9.0
4395,94.0,1022.0,9.0
4396,96.0,1032.0,9.0
4397,96.0,1016.0,9.0
4398,98.0,1018.0,9.0
4399,98.0,1005.0,9.0
4400,98.0,1006.0,9.0
4401,96.0,965.0,9.0
4402,96.0,974.0,9.0
4403,97.0,997.0,9.0
4404,97.0,1002.0,9.0
4405,93.0,986.0,8.0
4406,92.0,988.0,8.0
4407,91.0,985.0,8.0
4408,96.0,1003.0,8.0
4409,97.0,1031.0,9.0
4410,97.0,1026.0,10.0
4411,93.0,1026.0,10.0
4412,90.0,998.0,10.0
4413,91.0,1031.0,10.0
4414,95.0,1040.0,10.0
4415,96.0,1068.0,9.0
4416,89.0,1036.0,9.0
4417,88.0,1028.0,9.0
4418,89.0,1031.0,9.0
4419,90.0,1055.0,9.0
4420,89.0,1058.0,10.0
4421,85.0,1023.0,10.0
4422,86.0,1022.0,10.0
4423,85.0,1033.0,10.0
4424,84.0,1014.0,10.0
4425,84.0,1014.0,10.0
4426,82.0,1024.0,10.0
4427,83.0,1029.0,10.0
4428,87.0,1097.0,10.0
4429,85.0,1086.0,10.0
4430,95.0,1166.0,12.0
4431,92.0,1121.0,12.0
4432,93.0,1118.0,12.0
4433,93.0,1130.0,12.0
4434,92.0,1137.0,12.0
4435,91.0,1138.0,12.0
4436,95.0,1153.0,13.0
4437,89.0,1118.0,12.0
4438,88.0,1121.0,12.0
4439,86.0,1075.0,11.0
4440,79.0,1024.0,11.0
4441,79.0,1030.0,11.0
4442,78.0,1019.0,11.0
4443,78.0,1017.0,11.0
4444,79.0,1023.0,11.0
4445,78.0,986.0,11.0
4446,74.0,980.0,11.0
4447,74.0,989.0,11.0
4448,73.0,984.0,11.0
4449,72.0,999.0,11.0
4450,71.0,984.0,11.0
4451,71.0,994.0,11.0
4452,73.0,995.0,11.0
4453,70.0,960.0,11.0
4454,70.0,958.0,11.0
4455,64.0,943.0,11.0
4456,65.0,930.0,10.0
4457,66.0,945.0,10.0
4458,65.0,921.0,9.0
4459,63.0,905.0,9.0
4460,64.0,883.0,8.0
4461,64.0,912.0,8.0
4462,64.0,922.0,8.0
4463,65.0,929.0,9.0
4464,64.0,901.0,9.0
4465,66.0,912.0,9.0
4466,66.0,901.0,9.0
4467,66.0,904.0,9.0
4468,66.0,901.0,9.0
4469,66.0,894.0,9.0
4470,61.0,878.0,9.0
4471,59.0,871.0,9.0
4472,60.0,893.0,9.0
4473,60.0,902.0,9.0
4474,60.0,899.0,9.0
4475,60.0,898.0,9.0
4476,60.0,891.0,9.0
4477,57.0,866.0,9.0
4478,61.0,909.0,9.0
4479,61.0,911.0,10.0
4480,61.0,913.0,9.0
4481,60.0,901.0,9.0
4482,60.0,896.0,9.0
4483,66.0,947.0,9.0
4484,66.0,941.0,8.0
4485,66.0,932.0,8.0
4486,65.0,924.0,8.0
4487,65.0,909.0,8.0
4488,62.0,913.0,8.0
4489,59.0,885.0,9.0
4490,58.0,881.0,9.0
4491,59.0,909.0,9.0
4492,55.0,879.0,8.0
4493,57.0,897.0,8.0
4494,57.0,897.0,7.0
4495,58.0,909.0,7.0
4496,58.0,900.0,7.0
4497,59.0,899.0,8.0
4498,62.0,915.0,8.0
4499,63.0,921.0,8.0
4500,63.0,921.0,8.0
4501,61.0,907.0,8.0
4502,59.0,862.0,8.0
4503,60.0,880.0,8.0
4504,56.0,844.0,6.0
4505,56.0,861.0,7.0
4506,55.0,848.0,7.0
4507,53.0,825.0,7.0
4508,53.0,821.0,8.0
4509,53.0,824.0,8.0
4510,49.0,837.0,8.0
4511,54.0,850.0,9.0
4512,55.0,872.0,9.0
4513,55.0,870.0,8.0
4514,52.0,853.0,8.0
4515,52.0,860.0,8.0
4516,52.0,863.0,8.0
4517,54.0,881.0,8.0
4518,54.0,877.0,8.0
4519,55.0,896.0,9.0
